"HF","Financing scheme","FS","Revenues of financing schemes","MEASURE","Measure","LOCATION","Country","TIME","Year","Value","Flag Codes","Flags"
"HF1","Government/compulsory schemes","FS1","Transfers from government domestic revenue","MLLNCU","Current prices","USA","United States","2014","2014",1146117.459,,
"HF1","Government/compulsory schemes","FS1","Transfers from government domestic revenue","MLLNCU","Current prices","USA","United States","2015","2015",1230138.578,,
"HF1","Government/compulsory schemes","FS1","Transfers from government domestic revenue","MLLNCU","Current prices","USA","United States","2016","2016",1282523.418,,
"HF1","Government/compulsory schemes","FS1","Transfers from government domestic revenue","MLLNCU","Current prices","USA","United States","2017","2017",1325019.18,,
"HF1","Government/compulsory schemes","FS1","Transfers from government domestic revenue","VALREL","Constant prices, OECD base year","USA","United States","2000","2000",502592.175,,
"HF1","Government/compulsory schemes","FS1","Transfers from government domestic revenue","VALREL","Constant prices, OECD base year","USA","United States","2001","2001",563024.187,,
"HF1","Government/compulsory schemes","FS1","Transfers from government domestic revenue","VALREL","Constant prices, OECD base year","USA","United States","2002","2002",623528.856,,
"HF1","Government/compulsory schemes","FS1","Transfers from government domestic revenue","VALREL","Constant prices, OECD base year","USA","United States","2003","2003",669566.235,,
"HF1","Government/compulsory schemes","FS1","Transfers from government domestic revenue","VALREL","Constant prices, OECD base year","USA","United States","2004","2004",706559.149,,
"HF1","Government/compulsory schemes","FS1","Transfers from government domestic revenue","VALREL","Constant prices, OECD base year","USA","United States","2005","2005",733781.924,,
"HF1","Government/compulsory schemes","FS1","Transfers from government domestic revenue","VALREL","Constant prices, OECD base year","USA","United States","2006","2006",771796.952,,
"HF1","Government/compulsory schemes","FS1","Transfers from government domestic revenue","VALREL","Constant prices, OECD base year","USA","United States","2007","2007",799826.498,,
"HF1","Government/compulsory schemes","FS1","Transfers from government domestic revenue","VALREL","Constant prices, OECD base year","USA","United States","2008","2008",835248.465,,
"HF1","Government/compulsory schemes","FS1","Transfers from government domestic revenue","VALREL","Constant prices, OECD base year","USA","United States","2009","2009",915160.606,,
"HF1","Government/compulsory schemes","FS1","Transfers from government domestic revenue","VALREL","Constant prices, OECD base year","USA","United States","2010","2010",946191.131,,
"HF1","Government/compulsory schemes","FS1","Transfers from government domestic revenue","VALREL","Constant prices, OECD base year","USA","United States","2011","2011",953823.723,,
"HF1","Government/compulsory schemes","FS1","Transfers from government domestic revenue","VALREL","Constant prices, OECD base year","USA","United States","2012","2012",970861.012,,
"HF1","Government/compulsory schemes","FS1","Transfers from government domestic revenue","VALREL","Constant prices, OECD base year","USA","United States","2013","2013",989853.962,,
"HF1","Government/compulsory schemes","FS1","Transfers from government domestic revenue","VALREL","Constant prices, OECD base year","USA","United States","2014","2014",1063713.716,,
"HF1","Government/compulsory schemes","FS1","Transfers from government domestic revenue","VALREL","Constant prices, OECD base year","USA","United States","2015","2015",1138797.91,,
"HF1","Government/compulsory schemes","FS1","Transfers from government domestic revenue","VALREL","Constant prices, OECD base year","USA","United States","2016","2016",1175624.073,,
"HF1","Government/compulsory schemes","FS1","Transfers from government domestic revenue","VALREL","Constant prices, OECD base year","USA","United States","2017","2017",1192514.73,,
"HF1","Government/compulsory schemes","FS1","Transfers from government domestic revenue","PARHF","Share of financing scheme","USA","United States","2000","2000",71.415,,
"HF1","Government/compulsory schemes","FS1","Transfers from government domestic revenue","PARHF","Share of financing scheme","USA","United States","2001","2001",73.478,,
"HF1","Government/compulsory schemes","FS1","Transfers from government domestic revenue","PARHF","Share of financing scheme","USA","United States","2002","2002",75.381,,
"HF1","Government/compulsory schemes","FS1","Transfers from government domestic revenue","PARHF","Share of financing scheme","USA","United States","2003","2003",76.448,,
"HF1","Government/compulsory schemes","FS1","Transfers from government domestic revenue","PARHF","Share of financing scheme","USA","United States","2004","2004",76.646,,
"HF1","Government/compulsory schemes","FS1","Transfers from government domestic revenue","PARHF","Share of financing scheme","USA","United States","2005","2005",76.589,,
"HF1","Government/compulsory schemes","FS1","Transfers from government domestic revenue","PARHF","Share of financing scheme","USA","United States","2006","2006",76.434,,
"HF1","Government/compulsory schemes","FS1","Transfers from government domestic revenue","PARHF","Share of financing scheme","USA","United States","2007","2007",76.468,,
"HF1","Government/compulsory schemes","FS1","Transfers from government domestic revenue","PARHF","Share of financing scheme","USA","United States","2008","2008",77.21,,
"HF1","Government/compulsory schemes","FS1","Transfers from government domestic revenue","PARHF","Share of financing scheme","USA","United States","2009","2009",79.186,,
"HF1","Government/compulsory schemes","FS1","Transfers from government domestic revenue","PARHF","Share of financing scheme","USA","United States","2010","2010",79.643,,
"HF1","Government/compulsory schemes","FS1","Transfers from government domestic revenue","PARHF","Share of financing scheme","USA","United States","2011","2011",79.546,,
"HF1","Government/compulsory schemes","FS1","Transfers from government domestic revenue","PARHF","Share of financing scheme","USA","United States","2012","2012",79.386,,
"HF1","Government/compulsory schemes","FS1","Transfers from government domestic revenue","PARHF","Share of financing scheme","USA","United States","2013","2013",78.864,,
"HF1","Government/compulsory schemes","FS1","Transfers from government domestic revenue","PARHF","Share of financing scheme","USA","United States","2014","2014",47.268,,
"HF1","Government/compulsory schemes","FS1","Transfers from government domestic revenue","PARHF","Share of financing scheme","USA","United States","2015","2015",47.652,,
"HF1","Government/compulsory schemes","FS1","Transfers from government domestic revenue","PARHF","Share of financing scheme","USA","United States","2016","2016",47.375,,
"HF1","Government/compulsory schemes","FS1","Transfers from government domestic revenue","PARHF","Share of financing scheme","USA","United States","2017","2017",47.153,,
"HF11","Government schemes","FS1","Transfers from government domestic revenue","PARPIB","Share of gross domestic product","CAN","Canada","2006","2006",6.4,,
"HF11","Government schemes","FS1","Transfers from government domestic revenue","PARPIB","Share of gross domestic product","CAN","Canada","2007","2007",6.488,,
"HF11","Government schemes","FS1","Transfers from government domestic revenue","PARPIB","Share of gross domestic product","CAN","Canada","2008","2008",6.613,,
"HF11","Government schemes","FS1","Transfers from government domestic revenue","PARPIB","Share of gross domestic product","CAN","Canada","2009","2009",7.431,,
"HF11","Government schemes","FS1","Transfers from government domestic revenue","PARPIB","Share of gross domestic product","CAN","Canada","2010","2010",7.387,,
"HF11","Government schemes","FS1","Transfers from government domestic revenue","PARPIB","Share of gross domestic product","CAN","Canada","2011","2011",7.225,,
"HF11","Government schemes","FS1","Transfers from government domestic revenue","PARPIB","Share of gross domestic product","CAN","Canada","2012","2012",7.223,,
"HF11","Government schemes","FS1","Transfers from government domestic revenue","PARPIB","Share of gross domestic product","CAN","Canada","2013","2013",7.133,,
"HF11","Government schemes","FS1","Transfers from government domestic revenue","PARPIB","Share of gross domestic product","CAN","Canada","2014","2014",7.011,,
"HF11","Government schemes","FS1","Transfers from government domestic revenue","PARPIB","Share of gross domestic product","CAN","Canada","2015","2015",7.345,,
"HF11","Government schemes","FS1","Transfers from government domestic revenue","PARPIB","Share of gross domestic product","CAN","Canada","2016","2016",7.424,,
"HF11","Government schemes","FS1","Transfers from government domestic revenue","PARPIB","Share of gross domestic product","CAN","Canada","2017","2017",7.292,"P","Provisional value"
"HF11","Government schemes","FS1","Transfers from government domestic revenue","PARPIB","Share of gross domestic product","CAN","Canada","2018","2018",7.328,"P","Provisional value"
"HF11","Government schemes","FS1","Transfers from government domestic revenue","MLLNCU","Current prices","CAN","Canada","2006","2006",95774.086,,
"HF11","Government schemes","FS1","Transfers from government domestic revenue","MLLNCU","Current prices","CAN","Canada","2007","2007",102356.036,,
"HF11","Government schemes","FS1","Transfers from government domestic revenue","MLLNCU","Current prices","CAN","Canada","2008","2008",109587.643,,
"HF11","Government schemes","FS1","Transfers from government domestic revenue","MLLNCU","Current prices","CAN","Canada","2009","2009",116771.866,,
"HF11","Government schemes","FS1","Transfers from government domestic revenue","MLLNCU","Current prices","CAN","Canada","2010","2010",123075.376,,
"HF11","Government schemes","FS1","Transfers from government domestic revenue","MLLNCU","Current prices","CAN","Canada","2011","2011",128180.361,,
"HF11","Government schemes","FS1","Transfers from government domestic revenue","MLLNCU","Current prices","CAN","Canada","2012","2012",131971.146,,
"HF11","Government schemes","FS1","Transfers from government domestic revenue","MLLNCU","Current prices","CAN","Canada","2013","2013",135688.884,,
